,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
513,Alpha Auto Clinic,"['Auto Repair & Service', 'Automobile Electric Service', 'Automobile Diagnostic Service']",290 Lee Burbank Hwy,Revere,MA,02151,(781) 286-1686,8:00 am - 6:00 pm,34
514,United Auto Repair,['Auto Repair & Service'],13 Bowdoin St,Dorchester Center,MA,02124,(857) 869-7772,,15
515,Tech Lube,"['Auto Repair & Service', 'Auto Oil & Lube', 'Brake Repair']",316 Adams St,Dorchester,MA,02122,(617) 265-7617,8:00 am - 6:00 pm,40
516,Frank's Auto Repair,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",189 Highland Ave,Malden,MA,02148,(781) 321-6744,7:30 am - 6:00 pm,9
517,Autolab,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies']",340 Everett Ave,Chelsea,MA,02150,(617) 889-6235,6:30 am - 3:30 pm,29
518,C & J Auto Repair & Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Gas Stations']",41 Ripley Rd,Dorchester,MA,02121,(617) 282-0193,9:00 am - 5:00 pm,15
519,Foreign & Domestic Auto Service,"['Auto Repair & Service', 'Gas Stations']",364 Boston Ave Ste 6,Medford,MA,02155,(781) 391-0808,8:00 am - 5:00 pm,34
520,Vix Auto Sevice,['Auto Repair & Service'],73 Summer St,Somerville,MA,02143,(617) 764-0161,,3
521,P&G Auto Repairs,['Auto Repair & Service'],80 Tremont St,Everett,MA,02149,(800) 750-4495,,
522,Malden Auto Repair,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Used Car Dealers']",80 Tremont St,Everett,MA,02149,(781) 480-4120,8:00 am - 6:00 pm,7
523,Peppi's,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies', 'Brake Repair']",510 Main St,Medford,MA,02155,(781) 395-1777,,39
524,A B Automobile Repair,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Automobile Repairing & Service-Equipment & Supplies']",510 Main St,Medford,MA,02155,(339) 221-5230,9:00 am - 5:00 pm,
525,A L Prime Energy,"['Auto Repair & Service', 'Gas Stations']",510 Main St,Medford,MA,02155,(781) 396-0988,6:00 am - 8:30 pm,
526,Medford Find Car Repair Shops,['Auto Repair & Service'],660 Fellsway,Medford,MA,02155,(781) 350-3950,,
527,D An D Equipment Repair,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",55 Hall St,Medford,MA,02155,(781) 393-4440,6:30 am - 5:00 pm,15
528,Discount Gas,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",394 Main St,Everett,MA,02149,(617) 387-8800,,
529,Pro Tech Auto Services,['Auto Repair & Service'],394 Main St,Everett,MA,02149,(617) 387-8800,8:00 am - 6:00 pm,19
530,Riverside Auto & Truck,"['Auto Repair & Service', 'Gas Stations']",7 Locust St,Medford,MA,02155,(781) 306-0600,7:00 am - 11:00 pm,11
531,Auto Tuners,['Auto Repair & Service'],742 Broadway,Everett,MA,02149,(781) 321-3087,9:00 am - 6:00 pm,
532,Auto Repair & Service,['Auto Repair & Service'],2218 Massachusetts Ave,Cambridge,MA,02140,(617) 299-2476,,
533,National Parts Network,['Auto Repair & Service'],20 Sycamore Ave,Medford,MA,02155,(781) 396-4567,,14
534,A L Prime Energy,"['Auto Repair & Service', 'Gas Stations']",307 Main St,Medford,MA,02155,(781) 396-1504,,
535,Marenghi Brothers Auto Repair,"['Auto Repair & Service', 'Gas Stations']",100 Highland Ave,Malden,MA,02148,(781) 324-9655,,
536,Lourenco,['Auto Repair & Service'],441 Medford St,Malden,MA,02148,(781) 321-1133,,
537,Exxon Mobil,['Auto Repair & Service'],343 Fresh Pond Pkwy,Cambridge,MA,02138,(617) 354-4605,,
538,A-Tech,['Auto Repair & Service'],67 Mystic Ave,Medford,MA,02155,(781) 558-9459,9:00 am - 6:00 pm,9
539,Boston Best Auto Repair,['Auto Repair & Service'],53 Madison St,Malden,MA,02148,(781) 324-0525,,
540,Father & Son's Auto Mechanic,['Auto Repair & Service'],53 Madison St,Malden,MA,02148,(781) 324-0525,,5
541,Jka Automobile Stereo Sound Systems Service,"['Auto Repair & Service', 'Automobile Electric Service']",216 Ferry St,Malden,MA,02148,(781) 324-9741,,
542,E Z 2 Auto Rental Inc,['Auto Repair & Service'],15 Madison St,Malden,MA,02148,(781) 388-8282,,
543,Sergio's Auto Repair,['Auto Repair & Service'],9 Whitman St,Malden,MA,02148,(781) 866-2206,,20
544,Dalton's Gulf Service,"['Auto Repair & Service', 'Gas Stations']",1200 Fellsway,Malden,MA,02148,(781) 324-9665,7:00 am - 6:00 pm,24
545,Rz Auto Repair,['Auto Repair & Service'],1200 Fellsway,Malden,MA,02148,(781) 333-6377,,
546,Rg Auto,['Auto Repair & Service'],1200 Fellsway,Malden,MA,02148,(781) 333-6377,,4
547,Maxima Auto Repair Corp,['Auto Repair & Service'],30 Charles St,Malden,MA,02148,(781) 605-1632,9:00 am - 7:00 pm,
548,Maiden Auto Repair,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",17 Charles St,Malden,MA,02148,(781) 322-4343,8:00 am - 5:00 pm,
549,Pro-teck Fleet Services,['Auto Repair & Service'],17 Charles St,Malden,MA,02148,(781) 397-7858,,
550,Frazier Alice,['Auto Repair & Service'],16 Mystic Ave,Medford,MA,02155,(781) 391-4848,,
551,Boston Body Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",18 Harvard Ave,Dorchester,MA,02121,(617) 265-0798,8:00 am - 6:00 pm,21
552,Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",155 Shirley St Ste 5,Winthrop,MA,02152,(617) 846-8845,9:00 am - 5:00 pm,19
553,Velocidad Auto Repair,['Auto Repair & Service'],120 Blue Hill Ave Ste 2,Roxbury,MA,02119,(617) 516-8416,9:00 am - 6:00 pm,16
554,Alignment Specialty Co,"['Auto Repair & Service', 'Brake Repair', 'Tire Recap, Retread & Repair']",654 Brookline Ave,Brookline,MA,02445,(617) 566-3231,8:30 am - 4:00 pm,25
555,Salcedo Auto Center,['Auto Repair & Service'],3377 Washington St,Jamaica Plain,MA,02130,(617) 942-7967,8:30 am - 6:00 pm,12
556,USA Automotive Garage,['Auto Repair & Service'],300 Adams St,Dorchester,MA,02122,(617) 825-4001,9:00 am - 5:00 pm,12
557,Popes Hill Garage,['Auto Repair & Service'],80 Neponset Ave,Dorchester,MA,02122,(617) 436-7795,9:00 am - 5:00 pm,36
558,Harry's Auto Center,['Auto Repair & Service'],528 Washington St,Dorchester Center,MA,02124,(617) 506-0457,8:00 am - 6:00 pm,17
559,Dorchester Avenue Mutual,"['Auto Repair & Service', 'Towing']",1742 Dorchester Ave,Dorchester Center,MA,02124,(617) 265-0733,9:00 am - 5:00 pm,11
560,Spray Booth Maintenance Corp,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",38 Robin St,Everett,MA,02149,(617) 389-7141,9:00 am - 5:00 pm,20
561,Autobody Euro-Tech,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Customizing']",51 New St,Cambridge,MA,02138,(617) 871-2115,8:00 am - 5:00 pm,18
562,Joe Ciampa Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",322 Eastern Ave,Malden,MA,02148,(781) 321-9800,9:00 am - 5:00 pm,34
563,Pete's Auto Svc,['Auto Repair & Service'],73 Pleasant St,Cambridge,MA,02139,(617) 354-1326,,23
564,Caruso Automotive,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",49 Robin St,Everett,MA,02149,(617) 389-4344,,44
565,G E Auto Repair,['Auto Repair & Service'],631 Somerville Ave,Somerville,MA,02143,(617) 718-0699,7:30 am - 6:30 pm,9
566,Northeast Power,['Auto Repair & Service'],243 Mystic Ave,Medford,MA,02155,(781) 393-7900,9:00 am - 5:00 pm,12
567,Mike's Auto Service,['Auto Repair & Service'],86 Highland Ave,Malden,MA,02148,(781) 324-9451,,
568,North Cambridge Garage,"['Auto Repair & Service', 'Automotive Roadside Service', 'Towing']",140 Sherman St,Cambridge,MA,02140,(857) 523-8270,,39
569,Complete Truck Repair Shop,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Springs & Suspension']",130 Canal St,Malden,MA,02148,(781) 399-0915,8:00 am - 4:30 pm,10
570,Tony's Auto Clinic,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",353 Salem St,Medford,MA,02155,(781) 396-8182,8:00 am - 5:00 pm,
571,Tony's At Salem Street,['Auto Repair & Service'],353 Salem St,Medford,MA,02155,(781) 983-4049,8:30 am - 5:30 pm,7
572,Valdeci Auto,"['Auto Repair & Service', 'Brake Repair', 'Engine Rebuilding & Exchange']",91 Broadway,Malden,MA,02148,(617) 953-8515,10:00 am - 7:00 pm,10
573,Gem Automobile Parts Co,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Machine Shop']",7 Griffin Way,Chelsea,MA,02150,(617) 569-7450,7:30 am - 6:00 pm,63
574,Johnys Auto Center,"['Auto Repair & Service', 'Used Car Dealers']",120 Blue Hill Ave,Roxbury,MA,02119,(617) 427-1849,,10
575,Ar Auto Body,"['Auto Repair & Service', 'Automobile Body Shop Equipment & Supplies', 'Automobile Repairing & Service-Equipment & Supplies']",120 Quincy St,Dorchester,MA,02121,(617) 606-7067,7:00 am - 7:00 pm,9
576,Heron Auto Body & Tow Inc,"['Automobile Body Shop Equipment & Supplies', 'Automobile Body Repairing & Painting', 'Dent Removal']",30 Blue Hill Ave,Roxbury,MA,02119,(617) 445-2902,,9
577,White's Auto Body,"['Automobile Body Shop Equipment & Supplies', 'Automobile Body Repairing & Painting', 'Automobile Repairing & Service-Equipment & Supplies']",75 Vine St,Everett,MA,02149,(617) 387-7609,8:00 am - 5:00 pm,35
578,Woodbine Automotive,"['Auto Repair & Service', 'Automobile Parts & Supplies']",229 Lowell St,Somerville,MA,02144,(617) 628-9628,9:00 am - 5:00 pm,21
579,J & W Collision Center,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Engines-Diesel-Fuel Injection Parts & Service']",261 Mystic Ave,Medford,MA,02155,(339) 221-5006,,11
580,Roper's Auto Repair,['Auto Repair & Service'],270 Talbot Ave,Dorchester Center,MA,02124,(617) 287-9443,9:00 am - 5:00 pm,23
581,Majestic Motors Inc,"['Auto Repair & Service', 'Towing', 'New Car Dealers']",14 Furlong Dr,Revere,MA,02151,(781) 289-1800,8:00 am - 5:00 pm,76
582,Grava Chrysler Dodge Jeep Ram SRT,"['Auto Repair & Service', 'New Car Dealers', 'Used Car Dealers']",29 Mystic Ave,Medford,MA,02155,(781) 391-8950,9:00 am - 8:00 pm,95
583,La Joya Auto Sales,"['Auto Repair & Service', 'Used Car Dealers', 'New Car Dealers']",1420 N Shore Rd,Revere,MA,02151,(781) 284-3094,8:00 am - 6:00 pm,29
584,Brighton Auto Service,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Inspection Stations & Services']",25 Chestnut Hill Ave,Brighton,MA,02135,(617) 254-9437,7:30 am - 5:30 pm,51
585,Dick's Auto Body Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",95 Elmwood St,Somerville,MA,02144,(617) 625-9171,9:00 am - 5:00 pm,67
586,Scott's Auto Repair,['Auto Repair & Service'],96 Pauline St,Winthrop,MA,02152,(617) 539-4456,7:00 am - 4:00 pm,17
587,Leins Auto,"['Auto Repair & Service', 'Used Car Dealers', 'Auto Transmission']",65 1/2 Bow St,Somerville,MA,02143,(617) 623-9000,7:30 am - 6:00 pm,20
588,"Four Wheels Auto, LLC",['Auto Repair & Service'],83a Albion St,Somerville,MA,02143,(617) 629-0030,9:00 am - 5:00 pm,11
589,Automotive Services of Medford,"['Auto Repair & Service', 'Automobile Diagnostic Service', 'Automobile Air Conditioning Equipment-Service & Repair']",243 Mystic Ave,Medford,MA,02155,(781) 395-1330,8:00 am - 5:00 pm,15
590,Ravelo's Auto Sales & Repair,['Auto Repair & Service'],144 Mystic Ave,Medford,MA,02155,(781) 391-1070,8:00 am - 6:00 pm,
591,Cambridge Auto Repair,"['Auto Repair & Service', 'Windshield Repair']",48 New St,Cambridge,MA,02138,(617) 602-5672,9:00 am - 5:00 pm,21
592,D & M Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",118 Terrace St,Roxbury Crossing,MA,02120,(617) 427-9207,9:00 am - 5:00 pm,26
593,Jamaica Plain Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Wheel Alignment-Frame & Axle Servicing-Automotive']",18 Rock Hill Rd,Jamaica Plain,MA,02130,(617) 524-2092,9:00 am - 5:00 pm,36
594,Chevy Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Towing']",82 Christopher St,Dorchester,MA,02122,(617) 825-9687,,53
595,K & A Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",18 Harvard Ave,Dorchester,MA,02121,(617) 506-7748,8:30 am - 5:00 pm,
596,Commonwealth Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",335 Lee Burbank Hwy,Revere,MA,02151,(781) 289-2400,8:00 am - 5:00 pm,9
597,Ocean Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",220 Veterans Rd,Winthrop,MA,02152,(617) 846-7889,8:00 am - 5:00 pm,25
598,Tony's Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",168 Norwell St,Dorchester Center,MA,02124,(617) 287-9659,9:00 am - 5:00 pm,12
599,Cal's Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",8 Argyle St,Winthrop,MA,02152,(617) 846-7180,9:00 am - 5:00 pm,37
600,"Collision Headquarters, Inc","['Auto Repair & Service', 'Automobile Body Repairing & Painting']",1608 N Shore Rd,Revere,MA,02151,(781) 289-2000,9:00 am - 5:00 pm,24
601,Mrt Autobody And Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",270 Talbot Ave,Dorchester Center,MA,02124,(617) 288-1506,7:00 am - 4:00 pm,9
602,Ally's Inner City,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Used Car Dealers']",41 Norfolk St,Dorchester Center,MA,02124,(617) 265-2832,9:00 am - 6:00 pm,
603,Krisco Corp,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Dent Removal']",444 Somerville Ave,Somerville,MA,02143,(617) 666-4886,,
604,Krista Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",151 Bow St,Everett,MA,02149,(857) 363-3030,,
605,Ez Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",619 Somerville Ave,Somerville,MA,02143,(617) 623-2020,8:00 am - 5:00 pm,
606,Joseph's Auto Services,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",261 Mystic Ave,Medford,MA,02155,(781) 396-5969,9:00 am - 5:00 pm,19
607,Medford Autobody & Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Body Shop Equipment & Supplies']",18 Locust St,Medford,MA,02155,(781) 391-3446,8:00 am - 5:00 pm,27
608,H W Automobile Repair,"['Auto Repair & Service', 'Gas Stations', 'Automobile Electric Service']",140 Mystic Ave,Medford,MA,02155,(781) 396-4500,8:00 am - 6:00 pm,9
609,New St Auto Service,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",48 New St,Cambridge,MA,02138,(617) 441-2135,,
610,Commercial Auto Body Inc,"['Auto Repair & Service', 'Wheel Alignment-Frame & Axle Servicing-Automotive', 'Automobile Body Repairing & Painting']",15 Madison St,Malden,MA,02148,(781) 324-7185,9:00 am - 5:00 pm,55
611,A and J Auto Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",68 Broadway,Malden,MA,02148,(617) 294-1623,,
612,Brookline Auto Body Inc,['Automobile Body Repairing & Painting'],40 Aspinwall Ave,Brookline,MA,02446,(617) 731-0570,,
613,Dave's Auto Body Service,['Automobile Body Repairing & Painting'],420 Cambridge St,Allston,MA,02134,(800) 339-2123,,
614,Beacon Collision,['Automobile Body Repairing & Painting'],69 N Beacon St,Allston,MA,02134,(617) 254-4640,9:00 am - 5:00 pm,23
615,Brothers Autobody,['Automobile Body Repairing & Painting'],328 Washington St,Brighton,MA,02135,(617) 825-0775,,
616,Exotic Collision Center Inc,['Automobile Body Repairing & Painting'],212 Everett St,Revere,MA,02151,(781) 286-9998,9:00 am - 5:00 pm,9
617,Autobody Specialists,['Automobile Body Repairing & Painting'],430 Beach St,Revere,MA,02151,(781) 289-1757,9:00 am - 5:00 pm,
618,Auto Art Body Work,['Automobile Body Repairing & Painting'],42 Dana St,Somerville,MA,02145,(617) 440-1019,,
619,P & S Auto Body,['Automobile Body Repairing & Painting'],29 Bow St,Everett,MA,02149,(617) 381-1817,9:00 am - 5:00 pm,27
620,Perfect Auto Body,['Automobile Body Repairing & Painting'],167 Broadway,Everett,MA,02149,(617) 389-0727,,15
621,Family Auto Body,"['Automobile Body Repairing & Painting', 'Automobile Detailing', 'Car Wash']",88 E Elm St,Everett,MA,02149,(617) 381-4667,9:00 am - 5:00 pm,
622,Bigelow Auto Body Inc,['Automobile Body Repairing & Painting'],20 Coolidge Ave,Watertown,MA,02472,(617) 924-7000,6:00 am - 5:00 pm,38
623,Middlesex Auto Body,['Automobile Body Repairing & Painting'],64 Eastern AVE,Malden,MA,02148,(800) 294-0040,8:30 am - 5:00 pm,
624,Dorchester Ave Auto Repair,['Auto Repair & Service'],887 Dorchester Ave,Dorchester,MA,02125,(617) 436-9104,9:00 am - 5:00 pm,22
625,Radiator Express,"['Auto Repair & Service', 'Radiators Automotive Sales & Service']",345 Saint Paul St,Brookline,MA,02446,(617) 227-0102,,
626,R & V Enterprises,['Auto Repair & Service'],337 3rd St,Chelsea,MA,02150,(617) 884-3338,9:00 am - 5:00 pm,15
627,"Swanson Auto Services, Inc.",['Auto Repair & Service'],666 Brookline Ave,Brookline,MA,02445,(617) 738-4856,7:00 am - 6:00 pm,38
628,Parkman Service,['Auto Repair & Service'],524 Warren St,Dorchester,MA,02121,(800) 564-2729,9:00 am - 5:00 pm,
629,Jamaliy Auto Service,['Auto Repair & Service'],3012 Washington St,Roxbury,MA,02119,(800) 540-9468,9:00 am - 5:00 pm,
630,New England Auto Repair,['Auto Repair & Service'],1263 Saratoga St,East Boston,MA,02128,(617) 567-2377,9:00 am - 5:00 pm,21
631,Roy's Auto Services,['Auto Repair & Service'],281 Western Ave,Allston,MA,02134,(617) 562-8313,,
632,McAuto Repair,"['Auto Repair & Service', 'Automotive Tune Up Service']",3162 Washington St,Jamaica Plain,MA,02130,(617) 522-4503,9:00 am - 5:00 pm,10
633,Robert Rich Auto Repair,"['Auto Repair & Service', 'Gas Stations']",90 Pauline St,Winthrop,MA,02152,(617) 846-9809,,25
634,Duval's Auto Repair,['Auto Repair & Service'],5 Revere St,Winthrop,MA,02152,(617) 846-9798,9:00 am - 5:00 pm,45
635,Delroys-Auto-Repair,"['Auto Repair & Service', 'Automobile Diagnostic Service', 'Brake Repair']",780 Blue Hill Ave,Dorchester Center,MA,02124,(617) 436-8842,,
636,Christopher's Auto,['Auto Repair & Service'],89 Veterans Rd,Winthrop,MA,02152,(617) 846-1414,9:00 am - 5:00 pm,17
637,Walsh's Garage,['Auto Repair & Service'],195 Market St,Brighton,MA,02135,(800) 439-4489,9:00 am - 5:00 pm,
638,Peppie's Auto Repair,['Auto Repair & Service'],30 Argyle St,Winthrop,MA,02152,(617) 539-4868,9:00 am - 5:00 pm,20
639,Tom's Auto Repair,['Auto Repair & Service'],61 Tenean St,Dorchester,MA,02122,(617) 436-9811,9:00 am - 5:00 pm,32
640,Tony's Auto Repair,['Auto Repair & Service'],646 Washington St,Dorchester Center,MA,02124,(617) 265-2378,,
641,Metro Auto Center,['Auto Repair & Service'],32 Norfolk St,Dorchester Center,MA,02124,(617) 436-1770,9:00 am - 5:00 pm,26
642,Summerville Gas,['Auto Repair & Service'],73 Summer St,Somerville,MA,02143,(617) 776-6667,,
643,Colucci Auto Repair,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",10 Beacham St,Everett,MA,02149,(617) 387-3430,8:00 am - 5:00 pm,33
644,Good Gas,"['Auto Repair & Service', 'Gas Stations', 'Brake Repair']",345 Medford St,Somerville,MA,02145,(617) 776-0590,9:00 am - 5:00 pm,10
645,Mario's Auto Repair,['Auto Repair & Service'],363 3rd St,Everett,MA,02149,(617) 389-9700,,16
646,Auto Clinic,['Auto Repair & Service'],365 3rd St,Everett,MA,02149,(617) 294-1066,,9
647,Gama Auto Repair,['Auto Repair & Service'],88 E Elm St,Everett,MA,02149,(617) 294-1578,9:00 am - 5:00 pm,
648,Beacon Streetwise,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies']",266 Beacon St,Somerville,MA,02143,(617) 714-3923,,
649,Union Auto Repair And Truck,['Auto Repair & Service'],1795 Revere Beach Pkwy,Everett,MA,02149,(617) 387-8288,,10
650,Wakefield Motors Inc,['Auto Repair & Service'],83 Albion St,Somerville,MA,02143,(617) 629-0030,,
651,Auto Plus,['Auto Repair & Service'],229 Lowell St,Somerville,MA,02144,(617) 628-9628,9:00 am - 5:00 pm,4
652,Fred's Auto Svc,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",385 Mystic Ave,Medford,MA,02155,(781) 395-9557,8:00 am - 5:30 pm,
653,Richie's Service Center Inc,"['Auto Repair & Service', 'Gas Stations', 'Brake Repair']",100 Hicks Ave,Medford,MA,02155,(781) 393-0304,7:30 am - 6:00 pm,24
654,Simon's Auto Service,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",166 Boston Ave,Somerville,MA,02144,(617) 628-8383,,
655,Chris' Auto Service,['Auto Repair & Service'],371 Highland Ave,Somerville,MA,02144,(617) 623-5200,8:00 am - 6:00 pm,11
656,A And B Auto Repair-Medford,['Auto Repair & Service'],425 Main St,Medford,MA,02155,(339) 221-5230,,
657,Harvard Street Garage,"['Auto Repair & Service', 'Gas Stations']",255 Mystic Ave,Medford,MA,02155,(781) 395-0210,,
658,Bostonian Car Care,"['Auto Repair & Service', 'Car Wash', 'Automobile Detailing']",255 Mystic Ave,Medford,MA,02155,(781) 395-9090,8:00 am - 7:00 pm,21
659,Tony's Auto Repair,['Auto Repair & Service'],21 Locust St,Medford,MA,02155,(781) 395-8011,8:00 am - 6:00 pm,20
660,Genualdo's Auto Service,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",3 Woodlawn Ave,Everett,MA,02149,(617) 294-4748,9:00 am - 5:00 pm,42
661,E & M Auto Clinic Inc,['Auto Repair & Service'],325 Fresh Pond Pkwy,Cambridge,MA,02138,(617) 354-4605,,42
662,Hayg Auto Repair,"['Auto Repair & Service', 'Towing', 'Automobile Inspection Stations & Services']",605 Mount Auburn St,Cambridge,MA,02138,(617) 354-0871,8:00 am - 6:00 am,
663,Fresh Pond Gas,"['Auto Repair & Service', 'Gas Stations', 'New Car Dealers']",480 Concord Ave,Cambridge,MA,02138,(617) 492-9073,Open 24 Hours,
664,Grizz Auto Repair,['Auto Repair & Service'],48 New St,Cambridge,MA,02138,(617) 945-2984,9:00 am - 5:00 pm,
665,Westside Automotive,['Auto Repair & Service'],30 Charles St,Malden,MA,02148,(781) 321-9000,,9
666,Volsar Automotive Inc,"['Auto Repair & Service', 'Automotive Tune Up Service', 'Automobile Electric Service']",16 Mystic Ave,Medford,MA,02155,(781) 391-4848,7:30 am - 5:00 pm,41
667,Local Auto Repair,['Auto Repair & Service'],165 Eastern Ave,Malden,MA,02148,(781) 333-5445,,11
668,Mike's Auto Repair,"['Auto Repair & Service', 'New Car Dealers', 'Automobile Electric Service']",735 Mount Auburn St,Watertown,MA,02472,(617) 924-7159,9:00 am - 5:00 pm,20
669,KMB Garage Inc,['Auto Repair & Service'],144 Arlington St,Watertown,MA,02472,(617) 923-3780,9:00 am - 5:00 pm,23
670,Aggy Auto Repair,['Auto Repair & Service'],91 Broadway,Malden,MA,02148,(781) 605-1586,9:00 am - 5:00 pm,
671,Hicks Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Towing']",,,,,(617) 825-1545,7:00 am - 4:00 pm,50
672,Hynes Auto Repair,"['Auto Repair & Service', 'Automobile Diagnostic Service', 'Automobile Inspection Stations & Services']",10 Redford St,Allston,MA,02134,(617) 734-6747,9:00 am - 5:00 pm,
673,Ace Auto Body Service,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Truck Service & Repair']",35 Tenean St Ste 2,Dorchester,MA,02122,(617) 825-1264,Open 24 Hours,27
674,Midas,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",120 Boylston St,Brookline,MA,02445,(617) 651-3240,7:30 am - 6:00 pm,18
675,Wooding's Garage,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",30 Penniman Rd,Allston,MA,02134,(617) 782-4574,8:00 am - 5:00 pm,41
676,J & P Garage Inc,['Auto Repair & Service'],9 Eatonia St,Allston,MA,02134,(617) 254-8993,8:00 am - 6:00 pm,50
677,Koko's Garage,"['Auto Repair & Service', 'Auto Oil & Lube', 'Automotive Tune Up Service']",651 Mount Auburn St,Cambridge,MA,02138,(617) 576-2757,,
678,Stadium Auto Body Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Towing']",305 Western Ave,Allston,MA,02134,(617) 254-6163,7:30 am - 5:30 pm,52
679,Jiffy Lube,"['Auto Repair & Service', 'Auto Oil & Lube', 'Tire Dealers']",222 Mystic Ave,Medford,MA,02155,(781) 395-4835,8:00 am - 6:00 pm,5
680,Motorsport Garage,"['Auto Repair & Service', 'Automobile Restoration-Antique & Classic', 'Brake Repair']",410 Cambridge St,Allston,MA,02134,(617) 783-3078,9:00 am - 5:00 pm,45
681,Top Auto Center,"['Auto Repair & Service', 'Auto Transmission', 'Automobile Body Repairing & Painting']",281 lee burbank highway suite 2,revere,MA,02151,(781) 656-5867,7:00 am - 9:00 pm,
682,Middlesex Collision INC,"['Auto Repair & Service', 'Windshield Repair', 'Automobile Body Repairing & Painting']",9 Whitman St,Malden,MA,02148,(781) 322-0700,8:00 am - 5:00 pm,19
683,NTB - National Tire & Battery,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",1920 Revere Beach Pkwy,Everett,MA,02149,(617) 430-4597,,29
684,Eastern Ave Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'New Car Dealers']",481 Eastern Ave,Chelsea,MA,02150,(617) 884-0188,8:00 am - 6:00 pm,50
685,Fellsway Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",693 Mcgrath Hwy,Somerville,MA,02145,(617) 628-0806,7:30 am - 6:30 pm,22
686,A & P Collision Ctr.,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Windshield Repair']",80 Swan St,Medford,MA,02155,(781) 874-0731,7:30 am - 5:00 pm,10
687,Boston Auto Tech,"['Auto Repair & Service', 'Brake Repair', 'Automobile Diagnostic Service']",1390 Dorchester Ave,Dorchester,MA,02122,(617) 436-6400,8:00 am - 6:00 pm,15
688,A & M Foreign Motors Inc,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Automobile Diagnostic Service']",400 Mystic Ave,Somerville,MA,02145,(617) 776-1760,8:00 am - 5:00 pm,72
